
Val Loss: 11.7099
Val Loss: 5.9774
Val Loss: 5.5332
Val Loss: 5.3190
Val Loss: 5.1710
Val Loss: 5.0586
Val Loss: 4.9742
Val Loss: 4.9206
Val Loss: 4.8798
Val Loss: 4.8325
Val Loss: 4.7847
Val Loss: 4.7952
Val Loss: 4.7886
Val Loss: 4.7509
Val Loss: 4.7298
Val Loss: 4.7230
Val Loss: 4.6819
Val Loss: 4.6818
Val Loss: 4.6537
Val Loss: 4.6217
Val Loss: 4.6228
Val Loss: 4.5959
Val Loss: 4.5845
Val Loss: 4.6030
Val Loss: 4.5691
Val Loss: 4.5575
Val Loss: 4.5406
Val Loss: 4.5357
Val Loss: 4.5644
Val Loss: 4.5392
Val Loss: 4.5127
Val Loss: 4.5249
Val Loss: 4.5081
Val Loss: 4.5042
Val Loss: 4.5003
Val Loss: 4.5015
Val Loss: 4.4682
Val Loss: 4.4781
Val Loss: 4.5050
Val Loss: 4.4873
Val Loss: 4.4839
Val Loss: 4.4554
Val Loss: 4.4782
Val Loss: 4.4666
Val Loss: 4.4591
Val Loss: 4.4669
Val Loss: 4.4726
Val Loss: 4.4510
Val Loss: 4.4656
Val Loss: 4.4591
Val Loss: 4.4432
Val Loss: 4.4429
Val Loss: 4.4426
Val Loss: 4.4320
Val Loss: 4.4438
Val Loss: 4.4464
Val Loss: 4.4450
Val Loss: 4.4355
Val Loss: 4.4239
Val Loss: 4.4264
Val Loss: 4.4224
Val Loss: 4.4320
Val Loss: 4.4213
Val Loss: 4.4110
Val Loss: 4.4243
Val Loss: 4.4236
Val Loss: 4.4277
Val Loss: 4.4249
Val Loss: 4.4305
Val Loss: 4.4191
Val Loss: 4.3808
Val Loss: 4.3629
Val Loss: 4.3948
Val Loss: 4.3689
Val Loss: 4.3705
Val Loss: 4.3756
Val Loss: 4.3722
Val Loss: 4.3766
Val Loss: 4.3669
Val Loss: 4.3446
Val Loss: 4.3487
Val Loss: 4.3630
Val Loss: 4.3504
Val Loss: 4.3442
Val Loss: 4.3540
Val Loss: 4.3641
Val Loss: 4.3445
Val Loss: 4.3430
Val Loss: 4.3426
Val Loss: 4.3396
Val Loss: 4.3330
Val Loss: 4.3464
Val Loss: 4.3378
Val Loss: 4.3489
Val Loss: 4.3376
Val Loss: 4.3352
Val Loss: 4.3296
Val Loss: 4.3362
Val Loss: 4.3319
Val Loss: 4.3450
Val Loss: 4.3357
Val Loss: 4.3259
Val Loss: 4.3554
Val Loss: 4.3543
Val Loss: 4.3384
Val Loss: 4.3435
Val Loss: 4.3226
Val Loss: 4.3449
Val Loss: 4.3408
Val Loss: 4.3449
Val Loss: 4.3416
